t, accel, throttle
0.25, -0.4235830180856625, 0.3935491245272887, 
0.5, -0.6626374273004219, 0.3937563557695297, 
0.75, -0.14691040039651018, 0.009303882728317253, 
1.0, -0.8987937949373327, -0.39055338434269965, 
1.25, -0.6753301401158104, -0.38853022188762726, 
1.5, -0.6279404211556249, -0.14631161412981986, 
1.75, -0.38823231896926036, 0.14746581819464408, 
2.0, 0.5187295499498968, 0.011616790952300272, 
2.25, 0.18974263348654086, -0.3987260980821306, 
2.5, -0.3031453971218432, -0.1949992674315956, 
2.75, -0.29869694481329573, -0.044346436067877054, 
3.0, 0.021564842447006814, 0.10837771424677065, 
3.25, -0.6728886377764237, 0.029478696069431494, 
3.5, -0.8780884080167575, -0.29992184675140443, 
3.75, -0.7717078413494137, 0.0889947297160017, 
4.0, -0.35750186734616096, -0.0845083269711703, 
4.25, -0.555476199533067, 0.386033178393518, 
4.5, -0.07863866130189062, -0.08952201790508325, 
4.75, -0.48040723008926645, -0.12089398162066424, 
5.0, -0.27033416707506314, -0.18836854062651853, 
5.25, -0.20804204267270537, 0.28009840554522714, 
5.5, 0.802543998976905, -0.3817255859285426, 
5.75, -0.19663989028410253, 0.3641156113785869, 
6.0, -0.9983927223414534, 0.08809234939111754, 
6.25, 0.15393099013056172, 0.10680312942183977, 
6.5, -0.4894096715631913, -0.11470803973567109, 
6.75, 0.13892870092369763, 0.10764962982190465, 
7.0, -0.41378341310003636, -0.2834504709860967, 
7.25, -0.5812590932579504, -0.13241322002314104, 
7.5, -0.11094837569221272, 0.1383990780879274, 
7.75, -0.65020584931281, -0.3501763311906921, 
8.0, -0.8233500638200627, -0.0911113704621504, 
8.25, -0.5812562318139508, -0.2821793670956211, 
8.5, -0.6461978567934827, 0.13526325122791213, 
8.75, 0.7651702277570022, 0.09378941947555547, 
9.0, 0.7967689944056882, -0.38335686971493954, 
9.25, 0.3388800413283826, -0.3847517276310108, 
9.5, -0.2427125300670619, -0.012855728656995993, 
9.75, -0.9351404396990693, 0.08442063619792355, 
10.0, -0.7494324789958778, -0.03712465577416445, 
