t, accel, throttle
0.25, -0.635976552783514, -0.3960899676178406, 
0.5, -0.9608856586147356, -0.3948766996229011, 
0.75, -0.626020961867083, -0.3997252015549967, 
1.0, -0.7993934460980958, 0.36194789017386836, 
1.25, -0.018230391065848454, 0.3966902538214543, 
1.5, -0.8558214672053316, 0.31660719086140443, 
1.75, -0.39075284913064073, -0.1349842702885125, 
2.0, -0.6535823387150251, 0.0477913791074859, 
2.25, 0.39560598085219323, 0.39500254246230854, 
2.5, 0.6715402995435956, 0.13869248902073072, 
2.75, -0.888008197127216, -0.08133468043439773, 
3.0, -0.9877547677026333, -0.09304048929894561, 
3.25, -0.3221638948295585, -0.26491771420777643, 
3.5, -0.6389098991673008, 0.22311623000625533, 
3.75, -0.32392900436266653, 0.02483002339340072, 
4.0, -0.5176030257525605, -0.30499383924137347, 
4.25, 0.0414760990827569, 0.09503060146044182, 
4.5, 0.8868205902002553, 0.3357484870696231, 
4.75, -0.09564316063698015, 0.09584531060852583, 
5.0, -0.10325676367042239, -0.03267918746453233, 
5.25, -0.8815334288151166, 0.32190442585027546, 
5.5, -0.5395175873149373, -0.1578320296392937, 
5.75, 0.7231024335408219, 0.1755677040667781, 
6.0, -0.22103925984869502, 0.011215277624157374, 
6.25, -0.20658522276022262, 0.17197348742629723, 
6.5, 0.7580784264882299, 0.253092832165564, 
6.75, 0.4359143918055217, -0.3646675949777671, 
7.0, -0.6800870091963979, 0.029888934921153673, 
7.25, -0.9858671906535618, -0.06892406378717675, 
7.5, -0.9842312508272733, 0.018232791919583668, 
7.75, 0.8450400726334796, 0.35963870834226924, 
8.0, -0.4928023118456025, 0.1592340957251281, 
8.25, -0.7020073645635332, 0.18186072996093625, 
8.5, 0.004782051429712594, 0.3054167295462404, 
8.75, -0.47271003778707155, 0.3428901395055068, 
9.0, -0.8894986356112243, 0.07215507502696651, 
9.25, -0.29426232909569616, 0.14116048886435278, 
9.5, 0.46082676252607746, 0.32787538814120626, 
9.75, -0.946838578196764, -0.06311459712307192, 
10.0, -0.6782528201441552, -0.3785762677474597, 
