t, accel, throttle
0.25, -0.5282140945300399, 0.38066272490327907, 
0.5, -0.89908043939791, 0.06994404828044555, 
0.75, -0.7572253160593214, -0.21795036811306032, 
1.0, -0.6064866683307307, -0.12546666304510426, 
1.25, -0.2793723778113146, -0.3208900741653973, 
1.5, 0.3140263666058732, -0.0839900295949956, 
1.75, -0.6146711842627239, 0.1543325727396183, 
2.0, -0.39610060880606457, -0.07470460360622795, 
2.25, -0.4458403063547339, -0.18035820803767988, 
2.5, -0.7194959298879746, 0.15704740324468147, 
2.75, -0.6518912694285063, -0.0377160972693516, 
3.0, -0.08323907467386352, 0.01303425036558156, 
3.25, 0.17073094908324624, -0.30366413858595426, 
3.5, -0.14699002468976377, 0.14648137735032116, 
3.75, -0.2599396690461137, 0.08795054162234285, 
4.0, -0.6298472440288738, -0.0448539032244717, 
4.25, -0.35835448953945553, 0.2199085910025633, 
4.5, -0.4174663505827578, 0.06795227053291429, 
4.75, 0.3137496631559339, -0.33560369538557727, 
5.0, 0.4529413321191039, -0.012018348500357566, 
5.25, -0.6214082355867643, -0.17818142008312335, 
5.5, -0.6643705158175447, -0.15035602338730078, 
5.75, -0.3734441483830388, 0.1554046605599717, 
6.0, -0.25740202908822235, 0.048102509143049414, 
6.25, -0.29052568599934747, 0.04313472888449986, 
6.5, -0.4925786724164942, 0.09667606162162833, 
6.75, -0.6486601171085007, -0.14464165853589456, 
7.0, 0.014289133915358356, 0.0486649245828332, 
7.25, -0.2780577217125882, -0.044112182903945016, 
7.5, -0.5971277482327545, 0.06273490653400665, 
7.75, -0.16517292226849434, -0.008831747582137093, 
8.0, 0.4079572762103731, -0.04970617538598491, 
8.25, 0.3100709442811815, -0.1604535789678963, 
8.5, -0.1361202183334237, -0.11857085416759117, 
8.75, 0.3955813131264973, -0.17849714200086592, 
9.0, 0.6622453532005506, 0.017447067299601715, 
9.25, -0.28642321015329864, 0.16428253890936892, 
9.5, -0.10095222069527109, 0.042810042706913846, 
9.75, -0.14820844237539194, 0.18909269531008008, 
10.0, -0.9800344338997606, 0.12230717045515353, 
