id, avg_obstacle_distance, max_obstacle_distance , avg_waypoints_dev, max_waypoints_dev, avg_velocity_dev, avg_control_effort, dev_from_tgt_pos, backsliding_cost
1, 8.396305602370791, 7.877051134996006, 1.5961927413762822, 9.753496159895029, 8.98997210708054, 1.441984747694982, 20.0, 0.09627628876898281, 
2, 0.19732883896371411, 1.2704987660444655, 6.2328907291441595, 0.8218258866927259, 0.9213466374310002, 0.6646825081905893, 20.0, 7.533844372729682, 
3, 8.161234984867722, 0.22929256704432044, 0.02374876219542532, 1.0714694243691647, 2.603348631447328, 6.475169926913582, 20.0, 1.1796585449370791, 
4, 0.09326257626633078, 5.327859663932864, 2.4497937600373287, 4.3252669861621005, 0.17102604774585067, 5.322481042710803, 20.0, 2.414498848604306, 
5, 0.4143646174770737, 0.07922162931270682, 8.936483174118921, 3.6494831363311326, 0.18367384514796375, 0.3718958985405655, 20.0, 9.812799964714559, 
6, 0.4995423725797677, 0.21790486718036362, 5.5533485496724175, 2.331795182689626, 8.021623873165721, 0.22493168907133648, 20.0, 9.565023953342685, 
7, 9.963724269631218, 0.11513025287572665, 3.1948387352876475, 4.857117150820724, 1.5919740004371883, 9.21870582972753, 20.0, 0.6551057401754403, 
8, 0.16019380541440076, 4.668432403752902, 5.686140312266231, 8.692882157907604, 5.427038667629397, 7.01602197828179, 20.0, 3.864347991432644, 
9, 4.8862617687132746, 5.983132764849853, 7.515060256883812, 2.8864262464001564, 1.3576936701085065, 0.415333932605487, 20.0, 2.346598451584146, 
10, 8.671647067784747, 3.058248652764775, 5.734241914214753, 8.204479835639507, 0.21448082983284905, 7.898433947160011, 20.0, 1.652265652110595, 
