t, accel, throttle
0.25, -0.8053538374190065, -0.3997905309042132, 
0.5, -0.08339854998772869, -0.39915741724360376, 
0.75, -0.9638581286014859, -0.39125319144285825, 
1.0, -0.23105596233780898, 0.2438255118314279, 
1.25, -0.9054559099736148, 0.3971215865305966, 
1.5, 0.9072666883642208, 0.35911073787073655, 
1.75, -0.8411932974067277, -0.21228519122774156, 
2.0, -0.5186151363300354, 0.24753785769511533, 
2.25, -0.16018602922741804, 0.355043905016605, 
2.5, -0.3668470540085834, -0.34850483154715606, 
2.75, 0.09437956751881747, 0.10604822906324203, 
3.0, -0.9254804896981591, 0.3824868517551965, 
3.25, -0.9104034103289318, 0.2783254831037416, 
3.5, -0.2329457229045968, -0.34783050534763155, 
3.75, -0.9616606002918471, 0.37590278348631834, 
4.0, -0.6261195258736965, -0.30368525344255115, 
4.25, 0.7513105504826977, -0.16445427364833706, 
4.5, -0.6807494389401864, 0.24108842772751776, 
4.75, -0.38795391503556725, 0.26187735779947074, 
5.0, -0.8940594726579796, 0.37098984568686094, 
5.25, 0.02314451248544895, 0.28755737815921695, 
5.5, 0.8090545368545373, -0.140181289870514, 
5.75, -0.2731133947404934, -0.3318789674985571, 
6.0, 0.797017783512516, -0.2681134073867926, 
6.25, -0.48114816334825594, 0.09157141944782848, 
6.5, -0.7191845819334491, 0.24276647923442723, 
6.75, 0.736948519981123, 0.1282718413824724, 
7.0, 0.24998786086393027, -0.2852986677590442, 
7.25, -0.9341433317749449, -0.19234357406993446, 
7.5, -0.8791709591205055, -0.11135634146285031, 
7.75, -0.6087979326588645, -0.2909378648550094, 
8.0, -0.7949416012762845, 0.3785531744159712, 
8.25, -0.266364717789387, 0.01938921435145326, 
8.5, 0.8101923570069862, 0.23019816411170496, 
8.75, -0.8773488883040678, -0.3597899313604603, 
9.0, -0.4507774624208323, -0.03620628776238456, 
9.25, 0.8738229978200434, 0.3791719281575916, 
9.5, -0.1381605783825569, 0.34529002033160594, 
9.75, 0.8412426606755514, -0.2978661097271854, 
10.0, -0.7392482208270137, -0.16286517911786708, 
