t, accel, throttle
0.25, -0.833754457463924, -0.3984570399853043, 
0.5, -0.3998778371653599, -0.3982888405581031, 
0.75, -0.9229489350967303, -0.19112433955096533, 
1.0, -0.44554610596410205, 0.36859422075874004, 
1.25, -0.9723701525452779, 0.3473223442240818, 
1.5, 0.05694231423325348, 0.19271543339917563, 
1.75, -0.2452695029859141, 0.19375910246727635, 
2.0, -0.33591535621793633, 0.14310596391016622, 
2.25, -0.5283166292069857, 0.058209183390932145, 
2.5, -0.39712633211924636, -0.07176956066511696, 
2.75, -0.055942536491621404, 0.3092450782424149, 
3.0, -0.693844575737598, -0.3619018999724017, 
3.25, -0.5011677275335478, -0.24806224498476204, 
3.5, -0.38872484092275433, -0.3665827624093834, 
3.75, -0.24820632734991122, -0.1299733478859263, 
4.0, 0.1504432693355242, 0.34954452999773783, 
4.25, 0.28372057717556076, 0.03900845873247173, 
4.5, -0.8507641104731862, -0.138432744827936, 
4.75, -0.20043296965114504, 0.23442044850706237, 
5.0, 0.289647064506934, 0.3683846186335863, 
5.25, -0.8104383999059662, 0.10556836826426232, 
5.5, 0.06461867801784728, 0.21071896704653298, 
5.75, -0.3764919498836177, 0.32883187188621793, 
6.0, -0.2984484273909189, -0.22478206483389152, 
6.25, 0.5504076232577517, 0.28307107299297224, 
6.5, 0.08637264198048986, -0.3751313434434634, 
6.75, -0.09606206845842066, -0.2594891769346515, 
7.0, -0.7685346435033095, 0.36801796745630005, 
7.25, -0.11876812840381028, -0.11047644662458969, 
7.5, -0.5773041309127501, 0.3858298570513626, 
7.75, 0.7845517611971391, 0.030139197201326406, 
8.0, -0.5962313127328955, -0.15254356843412006, 
8.25, -0.5292277015312548, -0.37601181954804386, 
8.5, 0.10679714091382936, 0.2343161692142926, 
8.75, -0.960372317862197, -0.09381928922030516, 
9.0, 0.035696533654442905, 0.13169365390848015, 
9.25, 0.18303378559360622, 0.0745166818721906, 
9.5, 0.7857217258659851, 0.06298893595606374, 
9.75, 0.6318932902575163, 0.30531018300644175, 
10.0, -0.4506055480280719, 0.1923040649661322, 
