t, accel, throttle
0.25, -0.8091677059467067, -0.3999829085216783, 
0.5, 0.20074712167446046, -0.3968881028290012, 
0.75, -0.5176848044259736, -0.2916455366765812, 
1.0, -0.6244205467991031, 0.3524531231856375, 
1.25, -0.48227481031273045, 0.0814362320585489, 
1.5, 0.5706240181466433, 0.21536056303712747, 
1.75, -0.873807357060826, 0.21970538567522513, 
2.0, -0.6656137515484739, 0.2725781119686885, 
2.25, -0.767030976497662, 0.17945885581368026, 
2.5, -0.5910719341725267, 0.05187066709579186, 
2.75, -0.5760239026588098, -0.16321182888451902, 
3.0, 0.34879212297028506, -0.02604345370427845, 
3.25, -0.7690052804231455, -0.06788745129082893, 
3.5, -0.2982262055702574, 0.034432947020792026, 
3.75, 0.019738238156282457, 0.1274196437759122, 
4.0, -0.3023947718824073, -0.08084127099005119, 
4.25, -0.5574114339891626, 0.053238355760001785, 
4.5, -0.6910750284271844, 0.028493755503570195, 
4.75, -0.27065397831167837, 0.0939205085774768, 
5.0, 0.22509123485634522, -0.026202634335359888, 
5.25, -0.2206584498139892, 0.21836943313653354, 
5.5, 0.3139917640813085, 0.1832125259444442, 
5.75, -0.07569796362814704, 0.24558489671353279, 
6.0, -0.11584106657475596, -0.012200900641932615, 
6.25, -0.2973108395103817, -0.2255869733093714, 
6.5, 0.19931535549971008, 0.08013182157723331, 
6.75, -0.917435773919852, 0.011318303202494693, 
7.0, -0.21314729779266184, 0.07253577533783455, 
7.25, -0.10743385908965807, 0.1625125483968507, 
7.5, 0.4577549200929649, 0.17024451059062434, 
7.75, -0.38493794614955773, 0.05863515270410795, 
8.0, -0.658439321088856, -0.033115347181960055, 
8.25, -0.7671424799180697, -0.1515325585460605, 
8.5, -0.6999612550329851, 0.039750632836637115, 
8.75, -0.7252490821374061, 0.27807588554416285, 
9.0, -0.39999521762175105, -0.08997797954074802, 
9.25, -0.9953226756741873, 0.19187674699781668, 
9.5, -0.2560561730197387, 0.2147848611816738, 
9.75, -0.10350662473254953, -0.18772439642326974, 
10.0, -0.2553071501853287, -0.20006412414926766, 
