t, accel, throttle
0.25, 0.10445141839057025, -0.39910708718428894, 
0.5, -0.694357745699317, -0.398360669903648, 
0.75, 0.18201069625964483, -0.03068851733510846, 
1.0, -0.6809712629805954, -0.24598018281734385, 
1.25, -0.9804087207806792, 0.1006594126793492, 
1.5, -0.1251063614388119, 0.39713965746706215, 
1.75, 0.3620736069837786, 0.07837138629871612, 
2.0, -0.2501836427717002, -0.21261929482153438, 
2.25, -0.22845266433913394, 0.3545060558896823, 
2.5, -0.44458839279059664, 0.3967146931426358, 
2.75, -0.8295034281778841, 0.1081738292910622, 
3.0, -0.9750069247951373, -0.10180754437706308, 
3.25, -0.149575059311432, 0.3222574540233024, 
3.5, -0.8780082323560428, -0.21214763691907226, 
3.75, -0.2541138709643617, -0.12048680614254764, 
4.0, -0.20744896203429197, 0.25754244842747154, 
4.25, -0.6727438105408367, 0.227030926351869, 
4.5, 0.9056096397196115, 0.3351904861430765, 
4.75, -0.9775980062494137, 0.06717801785402919, 
5.0, 0.5206617225087782, -0.07788959154977551, 
5.25, -0.2686802595233286, 0.3683316565865533, 
5.5, -0.9727739104754388, 0.2838806822147264, 
5.75, -0.6488121871195452, -0.03235375569180115, 
6.0, -0.6385768776858977, -0.17932726677815064, 
6.25, -0.2397053876030681, 0.3667423694848812, 
6.5, -0.9165149861550841, -0.39346714683110334, 
6.75, 0.7945546647999081, 0.05335749035782955, 
7.0, -0.26979314662708237, -0.327664550126269, 
7.25, 0.15299840125940933, 0.3461180691017464, 
7.5, -0.8821310857726216, -0.16639668112115072, 
7.75, -0.4117265290678564, -0.28170690575907703, 
8.0, 0.9389295336060344, -0.3442554532250345, 
8.25, -0.5102871976760014, 0.38746198195028725, 
8.5, -0.49601693100403255, 0.14767583640875584, 
8.75, -0.8045051954148199, 0.36961626109262313, 
9.0, -0.46118024950064124, 0.2709123621131893, 
9.25, -0.8456361697902322, -0.22279908048448102, 
9.5, -0.5736961039584546, -0.30502055113132126, 
9.75, -0.8622924574165904, -0.19520900834112634, 
10.0, 0.9833348386540035, -0.15753320231512707, 
