t, accel, throttle
0.25, 0.7320443713905984, -0.39444634361184666, 
0.5, 0.6506121365826929, -0.39909181907549096, 
0.75, 0.36453487827918213, -0.399938137626803, 
1.0, -0.324476566533221, -0.3986704089951301, 
1.25, 0.7448934934952905, -0.3431563258141695, 
1.5, -0.16589146651786219, -0.36970366066287996, 
1.75, 0.5277761446499108, -0.3949955906522069, 
2.0, 0.08956526015942691, 0.01763856966317915, 
2.25, 0.4811251020226009, 0.3782428795147879, 
2.5, 0.6249969280961021, 0.3068019574229382, 
2.75, -0.5367380110260088, -0.2007803231407162, 
3.0, 0.6872695681552002, 0.38287521140424075, 
3.25, 0.3441461419871431, 0.17622577445032359, 
3.5, 0.11639787907791671, 0.143016293907615, 
3.75, 0.3215937787250003, 0.2575572879416094, 
4.0, 0.5996876081155132, 0.3881324597280639, 
4.25, -0.64454293031889, 0.2958320810324951, 
4.5, 0.41746927777467957, -0.09256291254610084, 
4.75, -0.25297561963778503, -0.2059394373223384, 
5.0, -0.13058034522695033, -0.18810342536488808, 
5.25, -0.010170052970903627, -0.21720799042056024, 
5.5, 0.4082208517395977, 0.2853967273846229, 
5.75, 0.5451283753743658, 0.06587287705882389, 
6.0, -0.7913997352414834, 0.027819692658604636, 
6.25, 0.35462239717428967, 0.030691629085943077, 
6.5, 0.45594528543827817, 0.2951943849501787, 
6.75, -0.6717597735110503, 0.3965925232166102, 
7.0, -0.9716412984655391, -0.1076630884042305, 
7.25, 0.1494946021102392, -0.05924762627870744, 
7.5, 0.7070187575648655, -0.15389068170063203, 
7.75, 0.8282538839357133, -0.16200973208610914, 
8.0, -0.3638342629405462, 0.08668921858384951, 
8.25, -0.9089040680033611, 0.2634302875420011, 
8.5, 0.6270612556092313, 0.27566292461390574, 
8.75, -0.03976519997040989, -0.27272665569857985, 
9.0, -0.43564731761156295, 0.362794451395151, 
9.25, -0.5654003502270198, -0.1615264819033736, 
9.5, 0.5371441145245739, 0.08886988991093497, 
9.75, 0.6491680210286345, -0.08165331825695728, 
10.0, -0.4781651975821134, -0.06846670440517857, 
