t, accel, throttle
0.25, 0.6367745123778306, -0.37774278905001224, 
0.5, -0.16914344360758793, -0.39743961222476465, 
0.75, 0.6518436477793057, -0.39747992777190916, 
1.0, 0.4536762106391735, -0.3941413278003414, 
1.25, 0.7261484805438112, -0.390224285270253, 
1.5, 0.9631421459647982, -0.3896818607711381, 
1.75, 0.44301559739119745, -0.3792947900172894, 
2.0, 0.08663292917206641, -0.11698755577406265, 
2.25, -0.528059866793715, 0.34560237378378594, 
2.5, 0.036185895232059576, 0.32848484914065385, 
2.75, -0.014095483766516582, 0.36988263445215336, 
3.0, -0.8682720132643152, 0.19690534078695643, 
3.25, 0.3668658728278814, 0.2301998367966568, 
3.5, 0.2008516229044099, 0.34059543384461394, 
3.75, 0.7965136509539363, 0.2546031162972052, 
4.0, -0.8435778498219331, -0.1226953901205592, 
4.25, -0.42414482326505565, 0.3155792687051493, 
4.5, 0.7705763758725442, -0.27538963188114296, 
4.75, 0.9884100248212362, 0.0033488066154618093, 
5.0, 0.15512303631386898, 0.14355088235535327, 
5.25, 0.7741323168514808, 0.17815140047935016, 
5.5, 0.8229741883586544, 0.13547870013598537, 
5.75, -0.41134025511157946, -0.014140119546417397, 
6.0, -0.4918912234784381, -0.1619831265116846, 
6.25, 0.17409887661261572, -0.3284396546068582, 
6.5, 0.34297616611815784, 0.25728130768740354, 
6.75, 0.3557634423174457, 0.24022665821875294, 
7.0, 0.4724160331714355, 0.10048299444694855, 
7.25, -0.7268809209601296, 0.18512528261930533, 
7.5, -0.8629871209088323, 0.28122000489735166, 
7.75, 0.8759713664815665, 0.07000835094070869, 
8.0, 0.02998369379907785, -0.08957370032062828, 
8.25, -0.14210950164913314, -0.04123243255964104, 
8.5, -0.9914442869356823, 0.006653860227590324, 
8.75, -0.8216036424679743, 0.11695117930008704, 
9.0, 0.31021906850690273, -0.0928392597797136, 
9.25, 0.361337963959563, -0.018444673299471748, 
9.5, 0.8320593800204554, -0.38202174842202197, 
9.75, 0.13446027167817692, -0.13787025088185675, 
10.0, 0.4261751706482868, 0.36392539337944846, 
