id, avg_obstacle_distance, max_obstacle_distance , avg_waypoints_dev, max_waypoints_dev, avg_velocity_dev, avg_control_effort, dev_from_tgt_pos, backsliding_cost
1, 2.3789574301233642, 0.38453974741480434, 2.441374249715377, 8.242408319162847, 2.013587582058229, 3.6586198715548073, 20.0, 3.116816490535091, 
2, 8.810580789408666, 9.2427102573991, 4.253724956293572, 0.397097207034244, 4.467432008435215, 5.727667485669436, 20.0, 3.4337208509493524, 
3, 9.936385915836802, 9.150488709403575, 0.3707275740574152, 5.19870026836754, 0.16031783914121478, 9.65076399162035, 20.0, 9.099963646635294, 
4, 5.46618389796256, 0.13103404136653385, 9.237009458123019, 3.321739142252645, 3.1094197649220643, 0.06267829629281191, 20.0, 8.102791639186231, 
5, 8.252099576843166, 9.777238927847755, 4.146721368622884, 9.070880530287713, 5.732899556434241, 9.388457167621246, 20.0, 2.247913048963795, 
6, 8.920489070984592, 5.667912072906892, 2.3555870978186477, 0.10287291571033425, 0.15721982669884366, 0.32740344448380476, 20.0, 3.305750603172264, 
7, 9.870739167818746, 0.4457978884623379, 9.571470136262162, 5.869057413885788, 3.25919289852499, 0.28476909117029503, 20.0, 0.31685615854202753, 
8, 9.980467525479053, 8.588632336247375, 2.312217670425271, 0.4251750187285126, 4.488851023255525, 5.993248544355345, 20.0, 0.39557785357356384, 
9, 2.278583699784031, 0.20242689192998514, 9.880448705756809, 8.756790952633057, 0.11956105306586473, 8.240929530106678, 20.0, 9.885888902925181, 
10, 8.354686453356315, 3.231226098109154, 9.051223556474497, 0.21895620538225874, 9.61993301508279, 8.764711290369402, 20.0, 9.921231288266593, 
11, 0.41581633942014834, 5.279779651359025, 8.298763557320088, 3.0640823485611275, 9.96705302544614, 2.320191611119102, 20.0, 0.2811659908726498, 
12, 8.092912731175664, 8.447161397747365, 0.01703040260350014, 2.933958012519479, 0.2979731690701326, 9.028700868686053, 20.0, 0.0818236447600249, 
13, 8.177861419552775, 8.88383686178675, 5.870785144867229, 9.308040917714145, 0.33326607718127166, 0.14756331033866893, 20.0, 0.2077565376353271, 
