t, accel, throttle
0.25, 0.6401926485076286, -0.39720616295939076, 
0.5, 0.9954768473097169, -0.39796727005719573, 
0.75, 0.7086446183958202, -0.3919065838009889, 
1.0, 0.9668097146381146, -0.39933517146240305, 
1.25, 0.01776015723592482, -0.3901876144062044, 
1.5, 0.08693178417821742, -0.36672539552486216, 
1.75, -0.7967510277210678, -0.23631942132966238, 
2.0, 0.00041987123538621274, 0.3639250118730063, 
2.25, 0.8451435320561557, 0.17532448846500812, 
2.5, -0.5210251376173339, 0.20394561018981494, 
2.75, 0.23045712771763147, 0.2904201751724604, 
3.0, -0.19550883132513974, -0.044809130808567244, 
3.25, 0.16282545053728192, 0.039282057336163474, 
3.5, 0.04611799355593111, 0.07021795760842234, 
3.75, 0.5256970464285879, 0.07910442484515944, 
4.0, -0.36411116915795855, 0.1771356618783633, 
4.25, 0.7362239622526103, -0.11401626263720804, 
4.5, 0.07602103525323166, 0.2912430745720944, 
4.75, -0.3275859156559874, 0.36044362990696227, 
5.0, 0.4856533407645628, 0.07961845792815353, 
5.25, -0.008057621342192949, -0.10258706745487792, 
5.5, 0.22891541264965443, -0.08715748425026856, 
5.75, 0.0309057115535067, 0.3458417818079935, 
6.0, -0.5690355618933144, 0.2239408868828311, 
6.25, 0.41636498351065426, 0.37592980660312614, 
6.5, -0.9862930187976356, -0.12786103011320896, 
6.75, 0.594765946944003, 0.11523549507132, 
7.0, 0.7876302947783028, 0.31277574091054927, 
7.25, 0.8169424447113095, 0.08322484725581113, 
7.5, -0.4648482429904706, -0.043254904344934286, 
7.75, -0.5180152555802405, -0.17069751147171006, 
8.0, -0.06849418687123848, 0.3517812942581354, 
8.25, 0.40136972006749727, 0.05398433549481693, 
8.5, 0.5917744367834883, -0.21157296347514112, 
8.75, 0.7059582508506429, 0.13812002775430166, 
9.0, -0.7197352863207553, 0.0017783895604695857, 
9.25, 0.8466873089151915, 0.2219646272289371, 
9.5, 0.6510071186844022, -0.20850581593725603, 
9.75, -0.17790221035196832, -0.15093179545043764, 
10.0, 0.5616995725119516, -0.05473722556821446, 
