id, avg_obstacle_distance, max_obstacle_distance , avg_waypoints_dev, max_waypoints_dev, avg_velocity_dev, avg_control_effort, dev_from_tgt_pos, backsliding_cost
1, 8.2640317638716, 80.47923676890092, 2.8658402844008535, 5.296891242945604, 0.9355756030270584, 0.6112544833350628, 0.018965328084918014, 0.0, 
2, 2.8752805126609475, 49.76571909480596, 4.785588219232772, 11.569472853782116, 0.7300191400259224, 0.5578196959680624, 0.18576683251594184, 0.0, 
3, 2.749843020752006, 51.71415383321186, 4.603811205530768, 9.626617131915081, 0.784182258512202, 0.5909986428777753, 0.11176653293998905, 0.0, 
4, 6.874074375934891, 83.98727253427614, 3.160561824272265, 7.1618531475422404, 0.8949076094288241, 0.6137733411465579, 0.018323073624072296, 0.0, 
5, 3.4919028430342984, 52.728632201530374, 4.524595951604036, 9.410339952379463, 0.7355856421202532, 0.5560631675100368, 0.4559370985647085, 0.0, 
6, 2.4428688291905343, 49.108682113454776, 5.140632619360981, 16.13540547322825, 0.7780666814973073, 0.5966693241491937, 0.16300990359847345, 0.0, 
7, 6.466216075061635, 109.69463804746562, 3.1688739052470147, 6.499268284429588, 0.7524003738669003, 0.4578687953661584, 0.10968910489961639, 0.0, 
8, 2.3665157584118393, 52.44415331536893, 5.898153718857502, 12.790559839357552, 0.6957636992521107, 0.48805968306875835, 0.060737276587549606, 0.0, 
9, 15.91753445606772, 196.87066798388952, 2.034865159095795, 4.091916259423659, 0.8797735247015187, 0.4097850965159905, 0.031070131582757884, 0.0, 
10, 3.807227928514433, 57.451391247615874, 3.952326862974052, 7.037514199730213, 0.7424361557391261, 0.5512625353850431, 0.38501293704895134, 0.0, 
11, 4.642578733540073, 54.678929397194246, 3.8133773529993626, 7.529274385912083, 0.7192639096708184, 0.5682589564059913, 0.23868032920848656, 0.0, 
12, 2.9679482376058646, 50.76919641293243, 6.123506937080819, 14.477780153795637, 0.7192213270440819, 0.5960789642061849, 0.051659401488977984, 0.0, 
13, 4.774663565123487, 53.850186873775066, 4.418895216395958, 9.090920340822459, 0.7465754175431213, 0.5391145958112775, 0.1393923005924695, 0.0, 
