t, accel, throttle
0.25, 0.3144332012647683, -0.3686654092796377, 
0.5, -0.489108825390367, -0.33130735776712966, 
0.75, -0.33996363042198585, -0.3604765194657781, 
1.0, 0.13918701541382694, -0.10347297027936853, 
1.25, 0.7783018462132715, -0.18860835405813603, 
1.5, 0.7620514124336126, -0.21693190570682014, 
1.75, 0.12720464288510347, -0.2962042645124586, 
2.0, 0.6493079951621928, -0.38496221079891224, 
2.25, 0.22838278221117533, -0.13759073065603403, 
2.5, 0.39173524167239315, -0.09755281116408747, 
2.75, 0.6488863081128585, 0.17602576320439617, 
3.0, -0.4427487493902553, 0.1930943655979161, 
3.25, -0.018443364099422523, 0.10240223806731613, 
3.5, -0.12361273468849346, -0.007895309042180498, 
3.75, 0.5312794122394771, 0.36667727334417943, 
4.0, 0.22948265047054212, 0.04521041899792641, 
4.25, -0.3221248642500046, 0.06461811674117111, 
4.5, 0.4884138743700366, -0.018956752436214794, 
4.75, 0.6604926799037338, 0.1853483741947074, 
5.0, -0.6101926931001649, -0.038789309572260296, 
5.25, 0.8591976369191924, 0.2640729158675019, 
5.5, 0.14689139890527145, 0.21093810640417313, 
5.75, -0.026234590886098808, 0.13565428768436041, 
6.0, 0.13510290904458566, 0.0077243888116678774, 
6.25, 0.27935860830322173, -0.12302141321897901, 
6.5, 0.6385088581268658, -0.3752059169411911, 
6.75, 0.1554197719339848, 0.23955988404073367, 
7.0, 0.602969468802647, -0.05918426715939823, 
7.25, -0.08827351056479714, -0.14335499461937812, 
7.5, 0.1501323703045333, 0.2684636215840306, 
7.75, -0.767423948728364, 0.10516259779311442, 
8.0, 0.6089517300595078, 0.20888841477946582, 
8.25, 0.30377470015452235, 0.1379333705930359, 
8.5, -0.5121811288559386, 0.2328401717185976, 
8.75, 0.3458690522351051, -0.26194872708769323, 
9.0, 0.6255667656483819, -0.11562602563378194, 
9.25, 0.17217533935044269, 0.2800064598260182, 
9.5, -0.06655539279494888, 0.2952447927970435, 
9.75, 0.3232020184818432, 0.17545003366623707, 
10.0, 0.5059065220538531, 0.09035993922368392, 
