t, accel, throttle
0.25, 0.036145566422082845, -0.11531272457009692, 
0.5, 0.9048940384401621, -0.3928949446070889, 
0.75, 0.6990772865627837, -0.39802304287127566, 
1.0, 0.9316339433893046, -0.32104667034229734, 
1.25, -0.44362638068538407, -0.07750685851724931, 
1.5, 0.8118641270411997, 0.02038458944866923, 
1.75, 0.8553533048767606, -0.2773242949034338, 
2.0, -0.2666712455106175, 0.32373313969826406, 
2.25, -0.1725316878691816, 0.36764511779817416, 
2.5, 0.9016193783231072, -0.2515927685498542, 
2.75, -0.8261850047428522, 0.21020224668145787, 
3.0, -0.8826454180796255, 0.1319430977106902, 
3.25, 0.9007028020814166, 0.30168417624079263, 
3.5, -0.903679893610773, -0.37647380483425497, 
3.75, 0.8540472058445292, 0.02586504513573983, 
4.0, -0.8097222717839774, -0.20707116807312625, 
4.25, 0.7625243343578147, -0.03914882623634532, 
4.5, 0.9807219977195291, 0.012093240591204917, 
4.75, 0.3073890662442556, -0.30171963946766117, 
5.0, 0.14356113634288506, 0.16515522525903628, 
5.25, -0.12683214941225995, 0.27465535129438445, 
5.5, -0.29350494361087665, 0.2239460750608071, 
5.75, 0.7785524376074482, 0.2970490780996007, 
6.0, -0.08519938352504101, -0.23356694338778353, 
6.25, 0.12709034282442794, 0.3315173595440336, 
6.5, 0.23822366466042488, -0.3485707348007224, 
6.75, 0.47705917698346323, 0.3634835102997821, 
7.0, 0.9795893658496226, -0.248434785224697, 
7.25, -0.7606564065020114, 0.03251822555264827, 
7.5, -0.43976619044414256, -0.20509166651592775, 
7.75, -0.7850389737745997, 0.3891540305954756, 
8.0, 0.2889239123894223, -0.04151821861821855, 
8.25, 0.24232201151683455, 0.2219845871489203, 
8.5, -0.4406677527579035, 0.3468673338225246, 
8.75, 0.2356284128994421, 0.27451505324064507, 
9.0, -0.24341183281831746, 0.18641221621783743, 
9.25, -0.7790699992284722, 0.02103957762831929, 
9.5, -0.7999602396007968, 0.13985529049715473, 
9.75, 0.5419235279077079, 0.06933771421697363, 
10.0, 0.6684471953938462, 0.22297486127423244, 
