t, accel, throttle
0.25, -0.09471376320108577, -0.11212558261699043, 
0.5, -0.26384555743006705, -0.35353898424196784, 
0.75, 0.11789636148951231, -0.34016184598508703, 
1.0, 0.7058552674664185, 0.06303521576273187, 
1.25, 0.24410238904572068, -0.21300188243374943, 
1.5, 0.8948659904053492, -0.25027859182387413, 
1.75, 0.04624935607366319, 0.07751078591437646, 
2.0, 0.9306194838345876, -0.3115868854396456, 
2.25, 0.6854631577281313, -0.28400660351333545, 
2.5, -0.04451453189246536, -0.06749668493628168, 
2.75, 0.05263449582148239, -0.16718010801406874, 
3.0, -0.041668202426694806, 0.3021640324160706, 
3.25, -0.06480027847503461, 0.31409280025929864, 
3.5, 0.555635916198828, -0.000673191875724611, 
3.75, -0.11497027032284471, 0.14410417803215736, 
4.0, -0.06188012693309652, 0.38973344726055376, 
4.25, 0.7413706871500588, 0.053610480898175515, 
4.5, -0.11572220280874568, 0.37844614501511203, 
4.75, 0.29249909106618915, -0.30023643479931195, 
5.0, 0.652605053719713, -0.03210525234617622, 
5.25, 0.0673558672540074, -0.07533411298625128, 
5.5, -0.2773182954019651, -0.11753169076238565, 
5.75, -0.11128983585595728, 0.32015083927046606, 
6.0, 0.4901647814609004, 0.004664334454024512, 
6.25, 0.2068608737459334, -0.2848782062913536, 
6.5, 0.24261845525103198, 0.1540210742324785, 
6.75, 0.04252674860695039, 0.007883487592537736, 
7.0, -0.9188176755413273, 0.03225709280250651, 
7.25, 0.3672594763138299, -0.16913549560893032, 
7.5, 0.0012690845523466699, 0.27618208993429616, 
7.75, 0.17937174842754042, 0.370902538699772, 
8.0, 0.035214640954639574, 0.0021729536334464065, 
8.25, 0.4478693895466894, 0.039768670888705226, 
8.5, 0.5941176827588073, -0.05783640926289992, 
8.75, -0.2544058923628459, 0.1620972920841555, 
9.0, -0.6356041728149073, 0.011128160103766688, 
9.25, -0.3299601450140731, -0.1207365575604599, 
9.5, 0.027188408210625098, -0.21566386531026047, 
9.75, -0.03988846962875353, 0.3449799889479164, 
10.0, 0.5449535576060105, 0.1949366399442806, 
