t, accel, throttle
0.25, 0.5172263808733164, -0.28379518137751364, 
0.5, 0.8021938868015893, -0.3836643556575965, 
0.75, 0.15422533798241742, -0.337155269130506, 
1.0, 0.6439839802441931, -0.34398664170763876, 
1.25, 0.8931482465898484, -0.21310873663417504, 
1.5, -0.545528268998202, -0.3690269005850427, 
1.75, 0.8722738313987821, -0.0783522071865588, 
2.0, 0.79312425169426, 0.2833213777513426, 
2.25, -0.7804276244670438, 0.3319330302135312, 
2.5, -0.2962593125191794, -0.19666552072853338, 
2.75, 0.096335672387025, 0.3226255486537921, 
3.0, 0.13925652633509475, 0.009176659956478206, 
3.25, 0.3408135473282797, 0.008828102649441047, 
3.5, 0.8282750553011041, -0.3433209789497013, 
3.75, -0.3659907971065655, 0.17187242056569577, 
4.0, 0.4264241496045465, 0.19977698006979402, 
4.25, 0.27681046794630537, 0.27728271308327807, 
4.5, -0.014533183623959972, -0.0013412108301149722, 
4.75, -0.5499490581809782, -0.0940786794940988, 
5.0, 0.11800232309783401, 0.21109473995627673, 
5.25, 0.12939349621963614, -0.07422836506962238, 
5.5, 0.07921893816251822, 0.261479481143693, 
5.75, -0.1792418623256461, -0.13141199252771907, 
6.0, 0.15899936214994853, 0.21496794690077226, 
6.25, 0.024263423661561784, 0.21004333662885735, 
6.5, 0.5510344868687265, 0.21441301626619824, 
6.75, 0.47459302659532643, 0.3925870997645535, 
7.0, 0.15172969250884086, 0.08623272079934617, 
7.25, -0.6380482999000412, 0.27865882947601783, 
7.5, 0.7603776005022246, -0.19327163153496435, 
7.75, -0.057709508273029, -0.08940688511203904, 
8.0, -0.1749485085264099, 0.12044220449870847, 
8.25, -0.3020627753347731, -0.2593224127928049, 
8.5, -0.5756078984683921, -0.3852268236557322, 
8.75, -0.9294444202827314, 0.25234388227957427, 
9.0, 0.30276172906442844, -0.302267547317856, 
9.25, 0.280812044830989, -0.23017293841624112, 
9.5, 0.19280112114247938, -0.040317902944617345, 
9.75, -0.28078700426179054, -0.33230934239835863, 
10.0, -0.5134654221907395, -0.29071277414323976, 
